BN/Registration Number,Organization name,Charity Status,Type of qualified donee,Effective Date of Status,Sanction,Designation,Charity type,Category,Address,City,"Province, territory, outside of Canada",Country,Postal code/Zip code
827902560RR0001,Angels on Earth Society,Registered,Charity,2008-02-27,,1,Advancement of Education,11,P.O. BOX 47119 RPO CITY SQUARE MALL,VANCOUVER,BC,CA,V5Z4L6
810374132RR0001,Anglican Asian and Multicultural Ministries In Canada Society,Registered,Charity,2013-11-05,,1,Advancement of Religion,30,160 - 4611 NO. 6 RD,RICHMOND,BC,CA,V6V2L3
833131907RR0001,Anglican Network Church of the Good Shepherd (Richmond),Registered,Charity,2012-02-15,,1,Advancement of Religion,30,7331 DAMPIER CRT,RICHMOND,BC,CA,V7C5W4
873344303RR0001,Angus Reid Institute,Registered,Charity,2003-10-21,,3,Other purposes beneficial to the community,210,750 - 505 BURRARD ST,VANCOUVER,BC,CA,V7X1M4
846846509RR0001,Anhart Community Housing Society,Registered,Charity,2011-11-25,,2,Other purposes beneficial to the community,210,PO BOX 5003 STN TERMINAL,VANCOUVER,BC,CA,V6B4A9
835608282RR0001,Anhart Foundation,Registered,Charity,2011-12-30,,2,Other purposes beneficial to the community,210,PO BOX 5002 STN TERMINAL,VANCOUVER,BC,CA,V6B4A9
754482693RR0001,Animal Legacy Foundation,Registered,Charity,2017-08-25,,3,Other purposes beneficial to the community,180,650 MCCUDDY CREEK RD,OLIVER,BC,CA,V0H1T8
766299721RR0001,Animal Lifeline Emergency Response Team Society,Registered,Charity,2019-05-22,,1,Other purposes beneficial to the community,180,PO BOX 208 113-437 MARTIN ST,PENTICTON,BC,CA,V2A5L1
757533898RR0001,Another Brick in Nepal Society,Registered,Charity,2018-03-01,,1,Advancement of Education,11,121-937 DUNFORD AVE,VICTORIA,BC,CA,V9B2S4
840240295RR0001,Anspayaxw: Pierce Memorial (NM) Pastoral Charge,Registered,Charity,2017-03-28,,1,Advancement of Religion,30,2505 PIERCE AVENUE RR4,KISPIOX,BC,CA,V0J1Y4
835569856RR0001,Anthem Foundation of Canada,Registered,Charity,2009-11-24,,2,Other purposes beneficial to the community,210,2900-550 BURRARD STREET,VANCOUVER,BC,CA,V6C0A3
864353727RR0001,Anxiety Canada Association - Association Anxiete Canada,Registered,Charity,2004-04-01,,1,Other purposes beneficial to the community,100,400 - 601 BROADWAY W,VANCOUVER,BC,CA,V5Z4C2
759927007RR0001,Anya's Journey Foundation,Registered,Charity,2022-12-12,,1,Other purposes beneficial to the community,200,6777 BEAUMONT AVE,DUNCAN,BC,CA,V9L5X4
799271143RR0001,Apologetics Canada Ministries,Registered,Charity,2021-05-14,,1,Advancement of Religion,30,2829 WESTSIDE PL,ABBOTSFORD,BC,CA,V2T4W4
856355029RR0001,Apostolic Christ the Saviour Fellowship United Pentecostal Church International,Registered,Charity,2008-07-14,,1,Advancement of Religion,30,4021 VICTORIA DRIVE,VANCOUVER,BC,CA,V5N4M9
837098995RR0001,Apostolic Evangelistic Ministries,Registered,Charity,2015-09-25,,1,Advancement of Religion,30,3394 23RD AVE E,VANCOUVER,BC,CA,V5R1B9
805713054RR0001,Apostolic Pentecostal Church International,Registered,Charity,2012-02-20,,1,Advancement of Religion,30,43-8631 BENNETT ROAD,RICHMOND,BC,CA,V6Y3K9
822423653RR0001,Apostolic Tabernacle of Jesus Christ United Pentecostal Church International,Registered,Charity,2011-08-18,,1,Advancement of Religion,30,PO BOX 1192,ENDERBY,BC,CA,V0E1V0
775530496RR0001,Aquafit for All Association,Registered,Charity,2018-06-01,,1,Other purposes beneficial to the community,140,36 49TH E AVE,VANCOUVER,BC,CA,V5W2E9
764739942RR0001,Aranya Refuge Theravada Buddhist Monastery,Registered,Charity,2021-08-01,,1,Advancement of Religion,60,4013 MAGDELIN ST,VICTORIA,BC,CA,V8N3M5
765391917RR0001,"Arbutus Congregation of Jehovah's Witnesses, Qualicum Beach, British Columbia",Registered,Charity,1990-10-01,,1,Advancement of Religion,30,204 SATURNA DR,QUALICUM BEACH,BC,CA,V9K2P5
754499010RR0001,Arbutus Tree Foundation,Registered,Charity,2024-04-19,,3,Relief of Poverty,1,900 - 2025 WILLINGDON AVE,BURNABY,BC,CA,V5C0J3
712889138RR0001,Arcadia Foundation,Registered,Charity,2020-12-02,,3,Other purposes beneficial to the community,210,7398 132 ST,SURREY,BC,CA,V3W4M7
766395909RR0001,Archdeaconry of the Cornerstone,Registered,Charity,2022-07-19,,1,Advancement of Religion,30,333 SIXTH ST,NEW WESTMINSTER,BC,CA,V3L3A9
838587087RR0001,Arctic Watch Beluga Foundation,Registered,Charity,2013-07-16,,1,Advancement of Education,13,8755 FORSBERG RD,VERNON,BC,CA,V1B3M6
737146902RR0001,Arise Ministries International,Registered,Charity,2023-01-01,,3,Advancement of Religion,30,307 - 1170 BROOKSIDE AVE,KELOWNA,BC,CA,V1Y5T4
806283909RR0001,Arlin Foundation,Registered,Charity,2012-06-18,,3,Other purposes beneficial to the community,210,2924 240 STREET,LANGLEY,BC,CA,V2Z1N3
800325359RR0001,Armstrong Spallumcheen Medical Equipment Loan Cupboard Society,Registered,Charity,2008-09-29,,1,Other purposes beneficial to the community,110,BOX 88,ARMSTRONG,BC,CA,V0E1B0
893314369RR0001,Arrow Lakes District Arts Council Society,Registered,Charity,1990-05-01,,1,Advancement of Education,12,569 WELLS RD,NAKUSP,BC,CA,V0G1R1
895145647RR0001,Arrow Lakes Health Care Auxiliary Society,Registered,Charity,1994-06-30,,1,Other purposes beneficial to the community,110,BOX 519,NAKUSP,BC,CA,V0G1R0
890847346RR0001,Arrowsmith Health Care Foundation Society,Registered,Charity,1986-07-26,,2,Other purposes beneficial to the community,210,266 MOILLIET ST,PARKSVILLE,BC,CA,V9P1M9
890486442RR0001,Arrowsmith Independent School Society,Registered,Charity,1995-07-01,,1,Advancement of Education,10,861 HILLIERS RD,QUALICUM BEACH,BC,CA,V9K1X5
108173253RR0001,Artemis Place Society,Registered,Charity,1976-01-01,,1,Other purposes beneficial to the community,160,3020 RICHMOND RD,VICTORIA,BC,CA,V8R4V1
795399948RR0001,Artisan Church,Registered,Charity,2021-05-04,,1,Advancement of Religion,30,487 ALEXANDER ST,VANCOUVER,BC,CA,V6A1C6
828789024RR0001,Artisanal Gold Council,Registered,Charity,2023-04-25,,1,Advancement of Education,13,409 - 645 FORT ST,VICTORIA,BC,CA,V8W1G2
860891761RR0001,Artists for Conservation International Foundation,Registered,Charity,2007-01-01,,1,Other purposes beneficial to the community,200,3936 BRAEMAR PLACE,NORTH VANCOUVER,BC,CA,V7N4M8
821241536RR0001,Arts Council for the South Shuswap Society,Registered,Charity,2014-02-04,,1,Advancement of Education,12,PO BOX 12,BLIND BAY,BC,CA,V0E1H0
882548100RR0001,Arts Council of Ladysmith and District,Registered,Charity,2018-05-17,,1,Advancement of Education,12,PO BOX 2370,LADYSMITH,BC,CA,V9G1B8
118852300RR0001,Arts Umbrella Association,Registered,Charity,1980-07-08,,1,Other purposes beneficial to the community,190,1400 JOHNSTON ST,VANCOUVER,BC,CA,V6H3S1
888887262RR0001,Artsea Community Arts Council Society,Registered,Charity,1994-01-13,,1,Other purposes beneficial to the community,190,P. O. BOX 2221 STATION MAIN,SIDNEY,BC,CA,V8L3S8
844019422RR0001,Ash Family Charitable Foundation,Registered,Charity,2008-08-22,,3,Other purposes beneficial to the community,210,303 - 15127 100 AVE,SURREY,BC,CA,V3R0N9
743228678RR0001,Ashcroft and District Hospice Society,Registered,Charity,2021-10-13,,1,Other purposes beneficial to the community,110,"509 RAILWAY AVENUE, BOX 553 GD",ASHCROFT,BC,CA,V0K1A0
828933440RR0001,Asian Canadian Cancer Fellowship Association,Registered,Charity,2017-06-14,,1,Other purposes beneficial to the community,100,10514 155 ST,SURREY,BC,CA,V3R4K3
118973056RR0001,Asian Canadian Studies Society,Registered,Charity,2008-03-10,,1,Advancement of Education,11,1836 TRUTCH ST,VANCOUVER,BC,CA,V6K4G3
709977698RR0001,Asian Church of Christ,Registered,Charity,2017-05-19,,1,Advancement of Religion,30,106 - 5355 BOUNDARY RD,VANCOUVER,BC,CA,V5R6G2
853664530RR0001,Aspiral Youth Partners Association,Registered,Charity,2004-05-28,,1,Other purposes beneficial to the community,160,120 6 ST NE,SALMON ARM,BC,CA,V1E1H1
724333497RR0001,AssistList Association,Registered,Charity,2020-01-01,,1,Other purposes beneficial to the community,130,1364 37TH AVE W,VANCOUVER,BC,CA,V6M1M2
776986697RR0001,Associated Canadian Theological Schools Society,Registered,Charity,2017-08-02,,1,Advancement of Education,10,22500 UNIVERSITY DR,LANGLEY,BC,CA,V2Y1Y1
875504607RR0001,Association des parents de l'école Victor Brodeur,Registered,Charity,2003-09-08,,1,Advancement of Education,11,637 HEAD ST,ESQUIMALT,BC,CA,V9A5S9
833091879RR0001,Association for the Children of Mozambique (ASEM Canada),Registered,Charity,2007-01-01,,1,Relief of Poverty,1,170 - 422 RICHARDS ST,VANCOUVER,BC,CA,V6B2Z4
849479738RR0001,Association for Denman Island Marine Stewards,Registered,Charity,2020-01-21,,1,Other purposes beneficial to the community,170,2621 NORTHWEST RD,DENMAN ISLAND,BC,CA,V0R1T0
832390199RR0001,Association for Generational Equity,Registered,Charity,2022-01-01,,1,Advancement of Education,14,PO BOX 31537 RPO MEADOWVALE,PITT MEADOWS,BC,CA,V3Y2G7
732642111RR0001,Association of the Community Ascent Network,Registered,Charity,2022-08-23,,1,Advancement of Education,11,2211 TAYLOR DR,NELSON,BC,CA,V1L6K3
880753215RR0001,Association of Christian Ministries (Vancouver),Registered,Charity,2010-07-20,,1,Advancement of Religion,30,15881 28 AVE,SURREY,BC,CA,V3Z0E5
835949595RR0001,Association of Related Churches Canada,Registered,Charity,2015-05-22,,1,Other purposes beneficial to the community,160,20385 64 AVE,LANGLEY,BC,CA,V2Y1N5
898182340RR0001,Association Advocating for Women and Community,Registered,Charity,1994-11-02,,1,Relief of Poverty,1,144 GEORGE ST,PRINCE GEORGE,BC,CA,V2L1P9
819832254RR0001,Astrolabe Musik Theatre Society,Registered,Charity,2017-06-09,,1,Advancement of Education,12,6-1436 PENDRELL ST,VANCOUVER,BC,CA,V6G1S4
827311176RR0001,Athletes 4 Athletes Foundation,Registered,CAAA,2022-01-01,,,Other purposes beneficial to the community,214,1500 WEST GEORGIA STREET POST OFICE BOX 62 - SUITE 1250,VANCOUVER,BC,CA,V6G2Z6
722833316RR0001,Attitude Baptist Church,Registered,Charity,2019-09-23,,1,Advancement of Religion,30,202 - 8028 128 ST,SURREY,BC,CA,V3W4E9
846480739RR0001,Audain Art Museum,Registered,Charity,2013-01-07,,1,Other purposes beneficial to the community,200,4350 BLACKCOMB WAY,WHISTLER,BC,CA,V8E1N3
830790630RR0001,Audain Art Museum Foundation,Registered,Charity,2014-01-29,,2,Other purposes beneficial to the community,210,900 - 1333 BROADWAY W,VANCOUVER,BC,CA,V6H4C2
845142173RR0001,Aunt Leah's Foundation,Registered,Charity,2013-10-11,,2,Other purposes beneficial to the community,210,333 - 1101 SEYMOUR ST,VANCOUVER,BC,CA,V6B0R1
787653609RR0001,Auntie M's Canine Rehabilitation Foundation,Registered,Charity,2022-01-19,,1,Other purposes beneficial to the community,180,200 ROBSON RD E,KELOWNA,BC,CA,V1X1W2
726097405RR0001,Authentic Walk Ministries,Registered,Charity,2022-07-01,,3,Advancement of Religion,70,2834 BELGO RD,KELOWNA,BC,CA,V1P1E2
860581370RR0001,Autism Okanagan Association,Registered,Charity,2007-07-13,,1,Relief of Poverty,1,102 - 2040 SPRINGFIELD RD,KELOWNA,BC,CA,V1Y9N7
875916793RR0001,Autism Support Network Society,Registered,Charity,1997-08-19,,1,Advancement of Education,11,3688 CESSNA DR,RICHMOND,BC,CA,V7B1C7
814536579RR0001,Automotive Retailers Foundation Inc.,Registered,Charity,2015-07-01,,3,Advancement of Education,11,1 - 8980 FRASERWOOD CRT,BURNABY,BC,CA,V5J5H7
801767112RR0001,Autumn Services - Society For Senior Support,Registered,Charity,2018-08-03,,1,Other purposes beneficial to the community,150,PO BOX 557,FRASER LAKE,BC,CA,V0J1S0
789184132RR0001,Auxilia Foundation,Registered,Charity,2019-05-14,,3,Other purposes beneficial to the community,210,1800 - 510 GEORGIA ST W,VANCOUVER,BC,CA,V6B0M3
129176335RR0001,Auxiliary to University Hospital of Northern British Columbia Society,Registered,Charity,1971-04-01,,1,Other purposes beneficial to the community,110,PO BOX 2346,PRINCE GEORGE,BC,CA,V2N2J8
135866713RR0001,Auxiliary Society for Comox Valley Healthcare,Registered,Charity,1978-09-12,,1,Other purposes beneficial to the community,110,PO BOX 1312 STN A,COMOX,BC,CA,V9M7Z8
790659684RR0001,AuCo Children's Education Access Fund Inc.,Registered,Charity,2018-07-01,,3,Relief of Poverty,1,1457 FRANCIS PLACE,PORT COQUITLAM,BC,CA,V3C1G6
856553185RR0001,Avant Life Church,Registered,Charity,2009-01-01,,1,Advancement of Religion,30,4840 CAPILANO RD,NORTH VANCOUVER,BC,CA,V7R4K5
752231803RR0001,Avenue of Well-Being Association Foundation,Registered,Charity,2022-04-06,,2,Other purposes beneficial to the community,210,8580 FAIRFAX CRES,RICHMOND,BC,CA,V7C1Y1
837723493RR0001,Avicenna Vision,Registered,Charity,2008-11-10,,1,Relief of Poverty,1,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
823419569RR0001,Awake Vancouver Church,Registered,Charity,2017-02-27,,1,Advancement of Religion,30,15039 66A AVE,SURREY,BC,CA,V3S2A4
813822970RR0001,Aya Education Fund,Registered,Charity,2014-06-20,,1,Advancement of Education,11,3222 BAIRD RD,NORTH VANCOUVER,BC,CA,V7K2G7
831405592RR0001,Ayam Civic Society,Registered,Charity,2016-06-09,,1,Advancement of Education,11,5374 LABURNUM AVE,POWELL RIVER,BC,CA,V8A4M6
854978814RR0001,Aynsley Family Charitable Foundation,Registered,Charity,2007-06-19,,3,Other purposes beneficial to the community,210,301-1665 ELLIS ST,KELOWNA,BC,CA,V1Y2B3
774173314RR0001,Az-zahraa Housing Society,Registered,Charity,2018-01-23,,1,Relief of Poverty,1,3103-667 HOWE STREET,VANCOUVER,BC,CA,V6C0B5
744891136RR0001,Az-Zahraa Islamic Academy Society,Registered,Charity,2023-01-01,,1,Advancement of Education,10,3103 - 667 HOWE ST,VANCOUVER,BC,CA,V6C0B5
864996871RR0001,Aza-E-Hussain Association of BC,Registered,Charity,2013-06-28,,1,Advancement of Religion,40,118 - 11782 HAMMERSMITH WAY,RICHMOND,BC,CA,V7A5E2
866781552RR0001,AARON HOUSE MINISTRIES,Registered,Charity,2001-05-03,,1,Advancement of Religion,30,4754 UPLAND RD,CAMPBELL RIVER,BC,CA,V9H1B9
834653073RR0001,ABBA CANADA FOUNDATION,Registered,Charity,2005-07-15,,2,Other purposes beneficial to the community,210,PO BOX 311 STN MILNER,LANGLEY,BC,CA,V2Y0W9
873483978RR0001,ABBA MISSIONS AND MEDICAL FOUNDATION,Registered,Charity,2000-07-01,,3,Advancement of Religion,90,4582 HIGHLAND BLVD,NORTH VANCOUVER,BC,CA,V7R3A3
866851165RR0001,ABBEYFIELD HOUSE OF ARMSTRONG SPALLUMCHEEN SOCIETY,Registered,Charity,2000-07-18,,1,Relief of Poverty,1,3725 WOOD AVE PO BOX 715,ARMSTRONG,BC,CA,V0E1B0
892913765RR0001,"ABBEYFIELD HOUSE SOCIETY, ST. PAUL'S GOLDEN",Registered,Charity,1993-02-01,,1,Relief of Poverty,1,BOX 2258,GOLDEN,BC,CA,V0A1H0
134884824RR0001,ABBEYFIELD HOUSE ST PETER'S SOCIETY,Registered,Charity,1988-01-01,,1,Other purposes beneficial to the community,100,1133A REYNOLDS RD BOX 15,VICTORIA,BC,CA,V8P2K5
855566162RR0001,ABBEYFIELD HOUSES OF FORT ST JOHN 2006,Registered,Charity,2006-07-28,,1,Relief of Poverty,1,8112 96 AVE,FORT ST. JOHN,BC,CA,V1J1J6
118775931RR0001,ABBEYFIELD HOUSES OF VANCOUVER SOCIETY,Registered,Charity,1987-08-11,,1,Relief of Poverty,1,1275 W 67TH AVENUE,VANCOUVER,BC,CA,V6P2T2
890213192RR0001,ABBEYFIELD HOUSES OF VERNON SOCIETY,Registered,Charity,1993-10-08,,1,Relief of Poverty,1,P.O. BOX 416 STN MAIN,VERNON,BC,CA,V1T6M3
897427613RR0001,ABBEYFIELD HOUSES SOCIETY OF DUNCAN,Registered,Charity,2001-12-19,,1,Relief of Poverty,1,5905 INDIAN RD,DUNCAN,BC,CA,V9L5L9
118775972RR0001,ABBOTSFORD ALANO CLUB,Registered,Charity,1986-07-01,,1,Other purposes beneficial to the community,160,2584 CYRIL STREET,ABBOTSFORD,BC,CA,V2S2G2
876185166RR0001,ABBOTSFORD AMATEUR RADIO EMERGENCY SERVICES SOCIETY,Registered,Charity,1998-12-08,,1,Other purposes beneficial to the community,160,34853 ARMSTRONG AVE,ABBOTSFORD,BC,CA,V2S7Y9
123327165RR0001,ABBOTSFORD ARTS COUNCIL,Registered,Charity,2000-04-10,,1,Other purposes beneficial to the community,190,PO BOX 336 STN MAIN,ABBOTSFORD,BC,CA,V2T6Z6
118775980RR0001,ABBOTSFORD BAPTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,33651 BUSBY RD,ABBOTSFORD,BC,CA,V2S1V2
131430399RR0001,ABBOTSFORD BIBLES FOR MISSION SOCIETY,Registered,Charity,1992-01-01,,2,Advancement of Religion,90,2337 W RAILWAY ST,ABBOTSFORD,BC,CA,V2S2E3
844060947RR0001,ABBOTSFORD CHRISTIAN SCHOOL FOUNDATION,Registered,Charity,2006-12-06,,1,Advancement of Education,15,35011 OLD CLAYBURN ROAD,ABBOTSFORD,BC,CA,V2S7L7
129907234RR0001,"ABBOTSFORD CHRISTIAN SCHOOL SOCIETY,",Registered,Charity,1967-01-01,,1,Advancement of Education,10,35011 OLD CLAYBURN RD,ABBOTSFORD,BC,CA,V2S7L7
867876906RR0001,ABBOTSFORD COMMUNITY CHURCH,Registered,Charity,2004-01-01,,1,Advancement of Religion,30,2051 WINDSOR ST,ABBOTSFORD,BC,CA,V2T6L9
888499241RR0001,ABBOTSFORD COMMUNITY FOUNDATION,Registered,Charity,1984-01-01,,2,Other purposes beneficial to the community,210,201-2890 GARDEN ST,ABBOTSFORD,BC,CA,V2T4W7
861599579RR0001,ABBOTSFORD FIREFIGHTERS' CHARITABLE SOCIETY,Registered,Charity,2005-10-27,,1,Relief of Poverty,1,P.O. BOX 315,ABBOTSFORD,BC,CA,V2S4N9
128051331RR0001,ABBOTSFORD GOSPEL SOCIETY,Registered,Charity,1991-01-01,,1,Other purposes beneficial to the community,160,35966 EMILY CARR CRES,ABBOTSFORD,BC,CA,V3G0E9
118776053RR0001,ABBOTSFORD HOSPICE SOCIETY,Registered,Charity,1985-10-30,,1,Other purposes beneficial to the community,100,32780 MARSHALL RD,ABBOTSFORD,BC,CA,V2S1J7
890469042RR0001,ABBOTSFORD KIWANIS FOUNDATION,Registered,Charity,1991-10-01,,2,Other purposes beneficial to the community,210,P.O. BOX 718,ABBOTSFORD,BC,CA,V2S6R7
869523324RR0001,ABBOTSFORD KOREAN PRESBYTERIAN CHURCH,Registered,Charity,2000-04-20,,1,Advancement of Religion,30,2597 BOURQUIN CRES. E.,ABBOTSFORD,BC,CA,V2S1Y6
890501737RR0001,ABBOTSFORD LIONS CLUB CHARITABLE TRUST,Registered,Charity,1991-07-01,,1,Other purposes beneficial to the community,210,2271 MEADOWS ST,ABBOTSFORD,BC,CA,V2T3A9
804812071RR0001,ABBOTSFORD PEER SUPPORT FOR SENIORS,Registered,Charity,1995-02-01,,1,Relief of Poverty,1,2499 MCMILLAN RD,ABBOTSFORD,BC,CA,V3G1C4
118776103RR0001,ABBOTSFORD PENTECOSTAL ASSEMBLY,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,3145 GLADWIN RD,ABBOTSFORD,BC,CA,V2T5T4
842920472RR0001,ABBOTSFORD POLICE FOUNDATION,Registered,Charity,2006-01-01,,2,Other purposes beneficial to the community,210,2838 JUSTICE WAY,ABBOTSFORD,BC,CA,V2T3P5
898608237RR0001,ABBOTSFORD RAVINE PARK SALMON ENHANCEMENT SOCIETY,Registered,Charity,1996-03-01,,1,Other purposes beneficial to the community,170,POST OFFICE BOX 464 STN. A,ABBOTSFORD,BC,CA,V2T6Z7
881883318RR0001,ABBOTSFORD RESTORATIVE JUSTICE AND ADVOCACY ASSOCIATION,Registered,Charity,2005-02-16,,1,Other purposes beneficial to the community,160,105-34194 MARSHALL RD,ABBOTSFORD,BC,CA,V2S5E4
118818491RR0006,ABBOTSFORD SEVENTH-DAY ADVENTIST CHURCH,Registered,Charity,1974-04-06,,1,Advancement of Religion,30,PO 1000,ABBOTSFORD,BC,CA,V2S4P5
118776061RR0001,ABBOTSFORD SOCIAL ACTIVITY ASSOCIATION,Registered,Charity,1973-02-01,,1,Other purposes beneficial to the community,200,33889 ESSENDENE AVE,ABBOTSFORD,BC,CA,V2S2H6
868157819RR0001,ABBOTSFORD SPORTS HALL OF FAME SOCIETY,Registered,Charity,2003-01-01,,1,Other purposes beneficial to the community,200,PO BOX 854 STN A,ABBOTSFORD,BC,CA,V2T7A2
890717077RR0001,ABBOTSFORD YOUTH COMMISSION,Registered,Charity,1998-11-19,,1,Other purposes beneficial to the community,160,208P - 33355 BEVAN AVE,ABBOTSFORD,BC,CA,V2S0E7
898708243RR0001,ABBY COMMUNITY SCHOOL SOCIETY,Registered,Charity,1997-10-01,,1,Advancement of Education,11,P208 - 33355 BEVAN AVE,ABBOTSFORD,BC,CA,V2S0E7
888661014RR0001,ABBY'S MUSIC SOCIETY,Registered,Charity,2000-06-16,,1,Advancement of Education,12,33355 BEVAN AVE,ABBOTSFORD,BC,CA,V2S0E7
118776194RR0001,ABC CHRISTIAN CHILD CARE CENTRE,Registered,Charity,1986-07-01,,1,Advancement of Education,10,3946 WALLACE ST,PORT ALBERNI,BC,CA,V9Y3Y7
108161647RR0001,ABC UNIVERSITY DAYCARE SOCIETY,Registered,Charity,1992-02-01,,1,Relief of Poverty,1,4595 W 8TH AVE,VANCOUVER,BC,CA,V6R2A4
849934872RR0001,ABERDEEN BAPTIST CHURCH,Registered,Charity,1968-10-01,,1,Advancement of Religion,30,28163 SWENSSON AVE.,ABBOTSFORD,BC,CA,V4X1H6
859087348RR0001,ABERDEEN HALL PREPARATORY SCHOOL SOCIETY,Registered,Charity,2004-12-13,,1,Advancement of Education,10,950 ACADEMY WAY,KELOWNA,BC,CA,V1V3A4
873601694RR0001,ABHISHEK PENTECOSTAL ASSEMBLY,Registered,Charity,1998-01-01,,1,Advancement of Religion,30,11363 74 AVE,DELTA,BC,CA,V4C1E2
